qid	q_1	q_2	label
13197	著作权公民享有法人组织	公民法人享有著作权依法权利	0
13197	著作权公民享有法人组织	公民法人享有著作权依法权利	1
13235	公民犯罪嫌疑人扭送司法机关	公民扭送刑事强制措施关系	0
13235	公民犯罪嫌疑人扭送司法机关	公民扭送刑事强制措施关系	1
13300	公司长期经营列入经营异常	公司列入经营异常不会影响后果	0
13300	公司长期经营列入经营异常	公司列入经营异常不会影响后果	1
13307	约定保证方式保证期间计算	未约定保证方式保证期间计算	1
13307	约定保证方式保证期间计算	未约定保证方式保证期间计算	0
13311	保证期间等同于债务履行期间视为约定保证期间	我国法律上保证期间等同于债务履行期间视为未约定保证期间	0
13311	保证期间等同于债务履行期间视为约定保证期间	我国法律上保证期间等同于债务履行期间视为未约定保证期间	1
13363	解除劳动合同年假补偿金	公司不休年假不补偿解除劳动合同补偿	0
13363	解除劳动合同年假补偿金	公司不休年假不补偿解除劳动合同补偿	1
13371	公司没员工买医保员工生病公司负责	公司不员工签合同不员工交医保社保	0
13415	增值税纳税人开3个点发票	公司纳税人开几种票	0
13465	企业倒闭怀孕女职工解除劳动合同	公司倒闭怀孕女员工工人补贴	0
13476	公司倒闭不发员工工资	公司时间不发工资	0
13543	企业发行债券具备条件	公司发行债券公司净资产	0
13543	企业发行债券具备条件	公司发行债券公司净资产	1
13587	中国大陆注册商标办理营业执照	公司法人变更法人亲自到场身份证原件	0
13589	公司拖欠工资公司账上没钱股东都很有钱	公司法人从不管理股东欠工资办	0
13589	公司拖欠工资公司账上没钱股东都很有钱	公司法人从不管理股东欠工资办	1
13601	劳动合同上法定代表人签字	公司法人还要签劳动合同	0
13601	劳动合同上法定代表人签字	公司法人还要签劳动合同	1
13654	企业少发员工工资员工推举代表申请劳动仲裁	公司员工少缴社保可否申请劳动仲裁申请	0
13654	企业少发员工工资员工推举代表申请劳动仲裁	公司员工少缴社保可否申请劳动仲裁申请	1
13680	侵犯企业经营自主权起诉	公司股东提起行政诉讼 原告名义界定	0
13680	侵犯企业经营自主权起诉	公司股东提起行政诉讼 原告名义界定	1
13733	公司合并转签劳动合同本人不签公司会赔偿	公司合并后签订劳动合同员工经济补偿金	0
13735	用人单位合并后未签订劳动合同合法	公司合并未签劳动合同满一年提出赔偿	0
13735	用人单位合并后未签订劳动合同合法	公司合并未签劳动合同满一年提出赔偿	1
13737	公司合并形式程序债权债务处置	公司合并债权债务	0
13737	公司合并形式程序债权债务处置	公司合并债权债务	1
13762	监事工作中费用由谁来承担	公司监事公司部门	0
13762	监事工作中费用由谁来承担	公司监事公司部门	1
13776	公司不承诺奖金员工法律依据	公司奖金拖欠半年才发离职会扣发一半	0
13779	公司降职降薪签订劳动合同	公司降职降薪合法劳动合同空白	0
13779	公司降职降薪签订劳动合同	公司降职降薪合法劳动合同空白	1
13816	再婚享受婚假天	二婚请婚假请几天假	1
13816	再婚享受婚假天	二婚请婚假请几天假	0
13822	拖欠运费起诉	别人拖欠运费起诉起诉	0
13822	拖欠运费起诉	别人拖欠运费起诉起诉	1
13882	房东不退押金合法情况	房租到期房东不退押金解决	0
13882	房东不退押金合法情况	房租到期房东不退押金解决	1
13895	公司无故扣工资	公司乱扣员工工资	0
13919	一个法律委托代理书上委托期限	公司委托代理私自签订合同法律效力	0
13921	公司不正规签订劳动合同有用吗	公司员工签订劳动合同算不算违法	0
13921	公司不正规签订劳动合同有用吗	公司员工签订劳动合同算不算违法	1
13947	公司减少注册资本	公司减少注册资本	1
13968	情况下有限责任公司破产	公司破产清偿后公司债权人追回剩余债务	0
14027	三证合一注销	公司三证合一钱	0
14027	三证合一注销	公司三证合一钱	1
14037	上市公司公开信息	公司上市信息都保密	1
14037	上市公司公开信息	公司上市信息都保密	0
14049	公司上市融资	公司上市融资	1
14049	公司上市融资	公司上市融资	0
14070	股份有限公司设立方式	公司设立方式	0
14090	上市交易公司债券情况时终止上市交易	公司申请公司债券上市交易符合条件	0
14090	上市交易公司债券情况时终止上市交易	公司申请公司债券上市交易符合条件	1
14113	子女不赡养父母才能履行义务	赡养老人过错方子女不赡养	0
14113	子女不赡养父母才能履行义务	赡养老人过错方子女不赡养	1
14159	公司不发工资拖欠才告	公司拖欠工资3月确实资金困难	0
14161	自离公司不发工资	公司拖欠工资不发	0
14172	公司拖欠工资	公司拖欠工资	1
14214	情况下签订婚内财产协议无效	手写婚内财产约定协议书法律效力	0
14214	情况下签订婚内财产协议无效	手写婚内财产约定协议书法律效力	1
14235	辞职公司辞退区别	公司无故辞退公司赔偿	0
14265	夫妻签订婚前协议约定任何一方都提出离婚合法	婚前协议约定任何一方都提出重婚	0
14265	夫妻签订婚前协议约定任何一方都提出离婚合法	婚前协议约定任何一方都提出重婚	1
14275	虚假出资罪量刑标准	公司虚假出资解决	0
14278	员工工伤住院企业支付营养费	公司工伤员工支付营养费	0
14278	员工工伤住院企业支付营养费	公司工伤员工支付营养费	1
14292	合同到期后物业公司还服务原合同还	物业公司小区服务合同到期员工补偿	0
14292	合同到期后物业公司还服务原合同还	物业公司小区服务合同到期员工补偿	1
14323	公司不办离职我能离职单寄回去	公司拖不办理离职手续	0
14323	公司不办离职我能离职单寄回去	公司拖不办理离职手续	1
14329	公司制度中有扣工资条款	公司清洁扣工资违反劳动法	0
14336	无权代理合同被代理人追认合同效力	事后再追认无权代理合同还	1
14336	无权代理合同被代理人追认合同效力	事后再追认无权代理合同还	0
14367	公司几种形式我国公司法形式	公司几种形式我国公司法形式	1
14367	公司几种形式我国公司法形式	公司几种形式我国公司法形式	0
14389	新员工隐瞒怀孕事情公司事情	公司欲辞退一新入职怀孕女员工规避法律风险	0
14454	记名公司债务转让条件	公司债券转让	0
14457	公司债券发行条件	公司债券发行条件	1
14457	公司债券发行条件	公司债券发行条件	0
14468	公司债券发行法律	公司债券股票区别法律	0
14468	公司债券发行法律	公司债券股票区别法律	1
14496	丈夫去世后妻子赡养婆婆法律依据	丈夫老婆死后赡养丈母娘义务	0
14527	企业法人董事长权力	公司中董事会法人代表	0
14536	公司申请登记	公司注册登记流程	0
14536	公司申请登记	公司注册登记流程	1
14549	登记注册业务网上注册办理	公司注册网上申请申请流程	1
14549	登记注册业务网上注册办理	公司注册网上申请申请流程	0
14553	公司注册材料	公司注册材料	1
14553	公司注册材料	公司注册材料	0
14563	公司想要降低注册资金流程	公司注册资金想减掉一部分	0
14563	公司想要降低注册资金流程	公司注册资金想减掉一部分	1
14570	办理注销登记时要交清算报告	公司注销清算报告会计师事务所出具	0
14570	办理注销登记时要交清算报告	公司注销清算报告会计师事务所出具	1
14584	破产清算中债权人权益维护	公司注销后债权	0
14623	公诉案件不满	公诉案件证据不足法院判	0
14623	公诉案件不满	公诉案件证据不足法院判	1
14637	再婚夫妻子女之间办理结婚登记	再婚后父母结婚	0
14637	再婚夫妻子女之间办理结婚登记	再婚后父母结婚	1
14641	公务人员拘留会开除公职	公务人员拘留会开除公职	1
14641	公务人员拘留会开除公职	公务人员拘留会开除公职	0
14749	公证机构部门领导管理	公证处部门	0
14749	公证机构部门领导管理	公证处部门	1
14773	公证机构部门领导管理	公证机构管理制度	0
14773	公证机构部门领导管理	公证机构管理制度	1
14791	公证书法律效力	公证书法律效力	1
14899	主人遗弃宠物咬伤人该	狗咬人狗主人负法律责任	0
14899	主人遗弃宠物咬伤人该	狗咬人狗主人负法律责任	1
14902	狗咬伤人后狗主人推卸责任不赔偿	狗咬伤人主人不赔偿法律程序索赔	0
14902	狗咬伤人后狗主人推卸责任不赔偿	狗咬伤人主人不赔偿法律程序索赔	1
14925	承租人迟延付租金提出解约	租客 拖延交房租不交房租	0
14925	承租人迟延付租金提出解约	租客 拖延交房租不交房租	1
14952	诈骗罪要件	诈骗罪要件	1
14952	诈骗罪要件	诈骗罪要件	0
14993	经济适用房未纳入解释调整	购房人情况下退房双倍赔偿	0
14993	经济适用房未纳入解释调整	购房人情况下退房双倍赔偿	1
15098	外国外国人登记结婚法律效力	中国人外国人结婚结婚证	0
15098	外国外国人登记结婚法律效力	中国人外国人结婚结婚证	1
15109	已足额出资股东解除抽逃出资股东资格	股东抽逃出资公司有权股东履行出资义务	0
15109	已足额出资股东解除抽逃出资股东资格	股东抽逃出资公司有权股东履行出资义务	1
15126	股东有否诉讼权行使	股东代表诉讼当事人	0
15126	股东有否诉讼权行使	股东代表诉讼当事人	1
15146	委托人股东大会区别委托人不股东	股东会议股东委托受托人有何	0
15185	私自拿走公司财物构成犯罪	股东私自公司物品回家罪	0
15185	私自拿走公司财物构成犯罪	股东私自公司物品回家罪	1
15190	股东委托律师参加股东大会	股东委托股东参加股东大会	0
15190	股东委托律师参加股东大会	股东委托股东参加股东大会	1
15197	公司股权转让后出资证明书	股东想转让公司股权	0
15197	公司股权转让后出资证明书	股东想转让公司股权	1
15245	债务关系借款人不还钱担保人义务偿还	借钱签订借款合同到期不还担保人还款合法时间	0
15245	债务关系借款人不还钱担保人义务偿还	借钱签订借款合同到期不还担保人还款合法时间	1
15301	股份有限公司破产时债权人股东讨债	股份有限公司破产时债权人股东讨债	1
15306	有限责任公司股份有限公司区别	股份有限公司	0
15306	有限责任公司股份有限公司区别	股份有限公司	1
15332	股份有限公司董事任期	股份制企业董事会三年换届	0
15332	股份有限公司董事任期	股份制企业董事会三年换届	1
15358	公司发行股票程序规则	股票发行公司首次发行股票条件	0
15358	公司发行股票程序规则	股票发行公司首次发行股票条件	1
15394	股票增值收益夫妻共同财产	股票收益共同财产	0
15394	股票增值收益夫妻共同财产	股票收益共同财产	1
15413	强制要约收购强制要约收购要约对象	股票中所说要约收购	0
15422	合伙人股东有何区别	股权合伙人区别	0
15422	合伙人股东有何区别	股权合伙人区别	1
15435	股权收购资产收购区别	股权收购资产收购区别	1
15435	股权收购资产收购区别	股权收购资产收购区别	0
15437	股权投资	股权投资选择哪家公司好	0
15437	股权投资	股权投资选择哪家公司好	1
15460	股权转让公证	股权转让公证	1
15460	股权转让公证	股权转让公证	0
15469	股权转让办理工商变更登记	股权转让工商变更登记办理	0
15482	未约定保证期间起诉担保人索偿	事先忘约定保证期间起诉担保人索偿	1
15482	未约定保证期间起诉担保人索偿	事先忘约定保证期间起诉担保人索偿	0
15483	公司依法转让后原股东还承担原公司债务	股权转让后股东承担责任	0
15483	公司依法转让后原股东还承担原公司债务	股权转让后股东承担责任	1
15497	股权转让时一位股东失信	股权转让时未通知股东未登记	0
15551	损坏国家文物后果	故意毁坏文物会判刑	0
15551	损坏国家文物后果	故意毁坏文物会判刑	1
15591	保证人没钱不履行赔偿责任	保证人没钱不履行担保责任	1
15591	保证人没钱不履行赔偿责任	保证人没钱不履行担保责任	0
15596	故意伤害罪致人死亡过失杀人罪区别	故意伤害过失致人死亡罪判年	0
15596	故意伤害罪致人死亡过失杀人罪区别	故意伤害过失致人死亡罪判年	1
15670	破坏文物古迹各国都处罚	故意损坏国家保护文物违法行为	0
15683	故意遮挡车牌号处罚	故意遮挡污损不按规定安装机动车号牌处罚款	0
15687	家具质量 情况下消费者正当退换货	顾客买衣柜甲醛超标退款卖家	0
15706	员工工作中伤害老板应付责任	雇用工人交通违章发生事故受伤雇主改赔偿	0
15709	雇员雇佣过程中致第三人受伤雇主应承担责任	雇员第三人伤害雇主赔偿	0
15728	孩子偷买手机退货遭拒家长有权退货	小孩偷父母钱去超市买东西退货	1
15728	孩子偷买手机退货遭拒家长有权退货	小孩偷父母钱去超市买东西退货	0
15750	婚后买房资料证明夫妻共同财产	婚前买房资料证明夫妻共同财产	0
15750	婚后买房资料证明夫妻共同财产	婚前买房资料证明夫妻共同财产	1
15797	车外地出事故 走保险	本地汽车外地出险赔付	0
15840	赌博犯罪定罪处罚	赌博罪法律上会刑事处罚行政处罚	0
15840	赌博犯罪定罪处罚	赌博罪法律上会刑事处罚行政处罚	1
15846	拖欠货款诉讼时效是从计算	拖欠货款诉讼时效计算	1
15846	拖欠货款诉讼时效是从计算	拖欠货款诉讼时效计算	0
15959	行政机关乱收费	行政机关违规收费	1
15959	行政机关乱收费	行政机关违规收费	0
15990	继承纠纷起诉 继承权纠纷诉讼时效多久	继承权继承诉讼时效	0
15993	证券登记结算机构措施保证业务	证券经纪业务管理详细内容	0
15993	证券登记结算机构措施保证业务	证券经纪业务管理详细内容	1
16016	交通肇事罪条件	交通肇事罪认定	0
16016	交通肇事罪条件	交通肇事罪认定	1
16043	合同履行地公司注册地	劳动合同公司地址公司注册地址不	1
16043	合同履行地公司注册地	劳动合同公司地址公司注册地址不	0
16127	企业办理退税时需注意	企业所得税退税手续	0
16127	企业办理退税时需注意	企业所得税退税手续	1
16217	举报网络游戏赌博	网络游戏开设赌博报警	0
16225	漏水维修过程中发现主管道腐烂	卫生间主管道漏水责任部门	0
16225	漏水维修过程中发现主管道腐烂	卫生间主管道漏水责任部门	1
16237	小区停车位收费所得	小区里停车位收费合法	0
16237	小区停车位收费所得	小区里停车位收费合法	1
16243	网贷平台本金中预先扣除出借本金	网贷平台本金中预扣居间服务费出借本金	1
16243	网贷平台本金中预先扣除出借本金	网贷平台本金中预扣居间服务费出借本金	0
16249	法院逮捕人犯看守所不接收	刑拘逮捕后羁押场所	0
16274	医疗事故赔偿医院协商	医疗事故赔偿	0
16274	医疗事故赔偿医院协商	医疗事故赔偿	1
16330	公司注册地址经营地址不关系	注册公司时法定地址办公地址不	0
16414	对比广告法律	广告代言法律责任	0
16414	对比广告法律	广告代言法律责任	1
16448	汽车保修期内维修要钱	汽车保修期多长时间	0
16491	车辆保险合同合同	国际货物运输保险合同中除外责任	0
16532	国家产品质量实行监督管理体制	国家产品质量实行监督管理体制	1
16532	国家产品质量实行监督管理体制	国家产品质量实行监督管理体制	0
16546	残疾儿童受教育权利保护	国家残疾人都救助政策	0
16546	残疾儿童受教育权利保护	国家残疾人都救助政策	1
16586	法定节假日值班人员伙食费补贴	国家法定节假日值班加班工资算	0
16586	法定节假日值班人员伙食费补贴	国家法定节假日值班加班工资算	1
16623	产假天休	国家产假休息天时间休	1
16623	产假天休	国家产假休息天时间休	0
16664	临时工节假日上班加班费	国家劳动法临时工超小时算加班	0
16664	临时工节假日上班加班费	国家劳动法临时工超小时算加班	1
16667	国家司法救助对象	国家拨款7亿用于司法救助 人能	0
16719	我国学位哪几种	国家设置专业学位类型哪几种	1
16719	我国学位哪几种	国家设置专业学位类型哪几种	0
16723	单位不放高温假不发高温费违反劳动法	国家签劳动合同员工高温补贴	0
16733	执行死刑流程	国家执行死刑过程	0
16733	执行死刑流程	国家执行死刑过程	1
16766	合同显失公平	合同显失公平法律效力	1
16766	合同显失公平	合同显失公平法律效力	0
16775	我国受理涉外仲裁案件仲裁机构	国内仲裁机构受理涉外案件	0
16775	我国受理涉外仲裁案件仲裁机构	国内仲裁机构受理涉外案件	1
16778	外资有限公司设立需资料	国内注册外资公司流程	0
16778	外资有限公司设立需资料	国内注册外资公司流程	1
16831	国有法人独资企业设立监事会	国有独资公司监事会	0
16835	国有独资公司设立董事会	国有独资公司董事会人数法律人	0
16836	国有独资公司董事会职权	国有独资公司董事会职权	1
16836	国有独资公司董事会职权	国有独资公司董事会职权	0
16883	企业改制后劳动合同变更劳动者改制后企业变更劳动合同时出现分歧	国有企业改制后职工劳动合同签订	0
16883	企业改制后劳动合同变更劳动者改制后企业变更劳动合同时出现分歧	国有企业改制后职工劳动合同签订	1
16885	我国改革国有企业工资基本思路	国有企业公司制股份制改革改	0
16971	故意伤害罪过失致人死亡罪	过失致人死亡罪故意伤害罪些	0
16971	故意伤害罪过失致人死亡罪	过失致人死亡罪故意伤害罪些	1
16995	借钱到期拒绝还款起诉收集证据材料	我要起诉借钱到期拒绝还款证据材料	1
16995	借钱到期拒绝还款起诉收集证据材料	我要起诉借钱到期拒绝还款证据材料	0
17027	孩子偿还债务法院拍卖父母名下房产	孩子欠款去世法院强制拍卖父母房子	1
17027	孩子偿还债务法院拍卖父母名下房产	孩子欠款去世法院强制拍卖父母房子	0
17051	我国颁布实施知识产权保护法	海关会主动企业知识产权保护	0
17066	出借人时间钱借款人违约	出借人按时钱借款人违约	1
17066	出借人时间钱借款人违约	出借人按时钱借款人违约	0
17076	夫妻共同财产包括婚前房屋再婚后拆迁补偿房屋	男方婚前老房子 结婚后拆迁属不夫妻共同财产	0
17076	夫妻共同财产包括婚前房屋再婚后拆迁补偿房屋	男方婚前老房子 结婚后拆迁属不夫妻共同财产	1
17129	行人高速公路上拦车交通事故	行人闯高速公路撞责任	0
17129	行人高速公路上拦车交通事故	行人闯高速公路撞责任	1
17140	行人高速公路发生交通事故应由谁来负责	行人发生交通事故原因	0
17140	行人高速公路发生交通事故应由谁来负责	行人发生交通事故原因	1
17223	行政不损失赔偿	行政不国家赔偿法律	0
17223	行政不损失赔偿	行政不国家赔偿法律	1
17227	监督检查部门作出不服提起行政诉讼	行政部门乱不提起行政诉讼	0
17227	监督检查部门作出不服提起行政诉讼	行政部门乱不提起行政诉讼	1
17289	行政处罚程序包括内容	行政处罚听证程序包括内容	0
17289	行政处罚程序包括内容	行政处罚听证程序包括内容	1
17294	确立行政处罚监督制度意义	行政处罚先行告知书作用	0
17294	确立行政处罚监督制度意义	行政处罚先行告知书作用	1
17315	没收违法所得属治安管理处罚法第几条	行政处罚中没收地上建筑物处置	0
17332	行政法规设定行政处罚	行政法规设定纪律处分	0
17332	行政法规设定行政处罚	行政法规设定纪律处分	1
17356	行政复议遵循原则	行政复议原则	1
17356	行政复议遵循原则	行政复议原则	0
17365	行政复议原则	行政复议原则	1
17365	行政复议原则	行政复议原则	0
17398	行政机关多久作出行政复议答复	行政复议机关作出行政复议期限	0
17407	请求延长申请行政复议期限条件	行政复议申请延期缴纳行政处罚	0
17407	请求延长申请行政复议期限条件	行政复议申请延期缴纳行政处罚	1
17416	行政复议申请书行政机关递交	行政复议申请书行政机关递交	1
17416	行政复议申请书行政机关递交	行政复议申请书行政机关递交	0
17453	行政合理性原则包含内容	行政合理性原则	0
17453	行政合理性原则包含内容	行政合理性原则	1
17471	行政机关行政许可申请人申请	行政机关行政许可申请不予受理	0
17471	行政机关行政许可申请人申请	行政机关行政许可申请不予受理	1
17472	行政机关申请人提出行政许可申请情形	行政机关行政许可申请方式	0
17484	行政机关擅自变更行政处罚内容应对	行政机关撤销做出行政处罚	0
17484	行政机关擅自变更行政处罚内容应对	行政机关撤销做出行政处罚	1
17546	借款人死亡后担保人承担还款责任	债务人死保证人还钱	0
17546	借款人死亡后担保人承担还款责任	债务人死保证人还钱	1
17585	行政赔偿提起	行政赔偿司法赔偿区别	0
17591	行政强制措施行政强制执行区别	行政强制措施行政处罚区别	0
17603	我国法律执行原则	行政强制原则	0
17610	人民法院审理行政上诉案件审限几个月	行政上诉案中级人民法院开庭后多长时间出判决	0
17610	人民法院审理行政上诉案件审限几个月	行政上诉案中级人民法院开庭后多长时间出判决	1
17618	单位应配备会计人员	行政事业单位财务会计人员几种	0
17618	单位应配备会计人员	行政事业单位财务会计人员几种	1
17631	境外主体提起诉讼要交材料才能证明主体资格	行政诉讼被告证据清单	0
17631	境外主体提起诉讼要交材料才能证明主体资格	行政诉讼被告证据清单	1
17672	法院行政上诉案件会审理多长时间	行政诉讼法行政案件审理期限	0
17672	法院行政上诉案件会审理多长时间	行政诉讼法行政案件审理期限	1
17680	情况租赁物损坏承租人赔偿	租赁物损坏情况承租人赔偿	1
17680	情况租赁物损坏承租人赔偿	租赁物损坏情况承租人赔偿	0
17690	打赢民告官行政诉讼官司	行政诉讼官司好	0
17704	行政诉讼都公开审理	行政诉讼不公开	0
17704	行政诉讼都公开审理	行政诉讼不公开	1
17721	行政诉讼人民法院特定主管原则	行政诉讼特有原则包括人民法院特定管辖原则	0
17721	行政诉讼人民法院特定主管原则	行政诉讼特有原则包括人民法院特定管辖原则	1
17738	行政诉讼法证据	行政诉讼证据法定种类	0
17826	签订航次租船合同时应	航次租船合同船舶租用合同异同	0
17828	航次租船合同船舶水尺不准损失责任	航次租船合同中预备航次意义	0
17828	航次租船合同船舶水尺不准损失责任	航次租船合同中预备航次意义	1
17855	着色剂量不超过使用量	合成着色剂饮料中使用量	0
17855	着色剂量不超过使用量	合成着色剂饮料中使用量	1
17870	合肥市外商投资企业劳动管理办法	合肥市财政局机构设置	1
17870	合肥市外商投资企业劳动管理办法	合肥市财政局机构设置	0
17916	合伙企业债务承担	合伙企业债务承担	1
17917	合伙企业投资者应缴纳税	合伙企业证券投资缴纳税款	0
17917	合伙企业投资者应缴纳税	合伙企业证券投资缴纳税款	1
17925	合伙人未合伙协议出资	合伙人退出投钱	0
17925	合伙人未合伙协议出资	合伙人退出投钱	1
17929	合伙人不愿履行合伙协议中资产出资义务	合伙人违反合伙协议咋办	0
17929	合伙人不愿履行合伙协议中资产出资义务	合伙人违反合伙协议咋办	1
17933	公司股东合伙人	合伙人股东区别	0
17933	公司股东合伙人	合伙人股东区别	1
17938	订立合伙协议载明事项	合伙协议 注意事项签订合伙协议书时应事项	1
17938	订立合伙协议载明事项	合伙协议 注意事项签订合伙协议书时应事项	0
17960	变更劳动合同期限续签劳动合同有何区别	合同变更工程变更区别	0
17962	合同转让合同变更有何区别	合同变更合同更改区别	0
17965	合同变更合同更新有何区别	合同补充协议变更协议区别	0
17965	合同变更合同更新有何区别	合同补充协议变更协议区别	1
17967	合同法显失公平合同显失公平法律效力	合同履行后显失公平撤销合同	0
18049	合同形式	合同形式	1
18049	合同形式	合同形式	0
18053	签订合同时约定数量条款时	合同条款签订时应	0
18053	签订合同时约定数量条款时	合同条款签订时应	1
18086	买卖合同诉讼时效	合同法诉讼时效多长时间	0
18115	违约责任分类免责事由	合同法违约责任免责事由	0
18115	违约责任分类免责事由	合同法违约责任免责事由	1
18205	合同风险预防	合同风险防范措施	1
18205	合同风险预防	合同风险防范措施	0
18242	婚前财产公证办理	婚前财产公证办理地方	0
18242	婚前财产公证办理	婚前财产公证办理地方	1
18311	租房合同没到期房东卖房子	合同没到期房东不租房子	0
18311	租房合同没到期房东卖房子	合同没到期房东不租房子	1
18341	没提前一个月提辞职公司违约金合法	合同期未满提前一个月辞职要交赔偿金	0
18341	没提前一个月提辞职公司违约金合法	合同期未满提前一个月辞职要交赔偿金	1
18348	合同欺诈常见情形	合同欺诈中有情形应负刑事责任	0
18348	合同欺诈常见情形	合同欺诈中有情形应负刑事责任	1
18368	买卖合同诉讼时效	合同欠款追诉时效年	0
18381	劳动合同上写自愿加班	合同上写自愿加班二天加班费	0
18381	劳动合同上写自愿加班	合同上写自愿加班二天加班费	1
18385	传真件形式签订合同	合同上注明合同传真件合同效力	0
18385	传真件形式签订合同	合同上注明合同传真件合同效力	1
18423	违约金最超过合同总标的	合同违约金合同法不超过	0
18427	违约金	合同违约金计算	0
18427	违约金	合同违约金计算	1
18468	认定房屋买卖合同显失公平	合同显示公平要件	0
18550	前房主物业费未交承担	前业主拖欠物业费没交现业主补交	0
18550	前房主物业费未交承担	前业主拖欠物业费没交现业主补交	1
18573	合同诈骗罪要件	合同诈骗罪立案标准刑事案件	0
18573	合同诈骗罪要件	合同诈骗罪立案标准刑事案件	1
18607	债务分类	合同债务常见风险	0
18668	情况下当事人合同权利义务终止	合同终止条件终止后当事人义务	0
18668	情况下当事人合同权利义务终止	合同终止条件终止后当事人义务	1
18692	合作开发软件著作权归属	合作开发软件软件著作权登记	0
18692	合作开发软件著作权归属	合作开发软件软件著作权登记	1
18735	父债子还合法	子债父还合法	1
18735	父债子还合法	子债父还合法	0
18772	合同认定合同	合同具备条件才算	0
18772	合同认定合同	合同具备条件才算	1
18776	装修公司签合同时要	装修公司签订装修协议	0
18776	装修公司签合同时要	装修公司签订装修协议	1
18805	设计logo红十字会标志注册商标	红十字换成颜色做产品商标	0
18805	设计logo红十字会标志注册商标	红十字换成颜色做产品商标	1
18841	欠条起诉还钱法院支持	欠条不还欠起诉	0
18841	欠条起诉还钱法院支持	欠条不还欠起诉	1
18854	户籍已注销申办出生公证	户口已迁出人办理出生证明	0
18854	户籍已注销申办出生公证	户口已迁出人办理出生证明	1
18862	护理费计算	护理费计算	1
18862	护理费计算	护理费计算	0
18906	怀孕期间公司调到薪水低岗位	怀孕期间调换岗位降低工资	0
18906	怀孕期间公司调到薪水低岗位	怀孕期间调换岗位降低工资	1
18920	公司资不抵债清偿债务时股东我要负责清偿	公司资不抵债剩下债务会股东承担	1
18920	公司资不抵债清偿债务时股东我要负责清偿	公司资不抵债剩下债务会股东承担	0
18938	公益诉讼	环境公益诉讼原告	0
18938	公益诉讼	环境公益诉讼原告	1
18991	累犯符合缓刑条件	缓刑犯都不累犯	0
18991	累犯符合缓刑条件	缓刑犯都不累犯	1
18993	丈夫婚前付首付婚后夫妻还贷房子	婚前付首付婚后还贷房子	1
18993	丈夫婚前付首付婚后夫妻还贷房子	婚前付首付婚后还贷房子	0
19042	分居关系遭遇家暴申请人身保护令	同居家庭暴力申请人身保护令合法	0
19042	分居关系遭遇家暴申请人身保护令	同居家庭暴力申请人身保护令合法	1
19053	患者损害情形下医疗机构不承担赔偿责任	患者损害情形医疗机构不承担	1
19053	患者损害情形下医疗机构不承担赔偿责任	患者损害情形医疗机构不承担	0
19100	会计法部门重复查账	会计法部门重复查账	1
19100	会计法部门重复查账	会计法部门重复查账	0
19127	会计核算哪种货币记账本位币	会计核算人民币记账本位币	0
19127	会计核算哪种货币记账本位币	会计核算人民币记账本位币	1
19196	结婚后才发现对方生理缺陷离婚	婚后发现对方生理缺陷离婚理由	1
19196	结婚后才发现对方生理缺陷离婚	婚后发现对方生理缺陷离婚理由	0
19207	婚后对方父母买房离婚时能回来	婚后父母出资买新房离婚后父母出资那份回来	0
19207	婚后对方父母买房离婚时能回来	婚后父母出资买新房离婚后父母出资那份回来	1
19209	婚后父母子女购买房子离婚时该	婚后父母出钱买房子离婚分割	0
19229	婚后老公借钱离婚我要还	婚后借父母钱买房离婚偿还	0
19275	婚假工资计算	婚假扣不扣工资算	1
19275	婚假工资计算	婚假扣不扣工资算	0
19292	婚内财产协议债务承担	婚内财产债权债务个人所有生效	0
19292	婚内财产协议债务承担	婚内财产债权债务个人所有生效	1
19300	情况下签订婚内财产协议无效	婚内财产协议约定债务承担	0
19310	婚内出轨起诉离婚会判	婚内出轨起诉离婚会判	1
19346	借钱不当地法院起诉	借钱不外地法院起诉	0
19346	借钱不当地法院起诉	借钱不外地法院起诉	1
19355	婚前房产丈夫死后配偶继承权	婚前房产死后配偶继承子女继承	0
19355	婚前房产丈夫死后配偶继承权	婚前房产死后配偶继承子女继承	1
19385	婚前个人财产结婚后会夫妻共同财产	婚前个人财产婚后年夫妻共同财产	0
19385	婚前个人财产结婚后会夫妻共同财产	婚前个人财产婚后年夫妻共同财产	1
19387	婚前房屋婚后卖掉所得财产夫妻共同财产	婚前房屋婚后卖掉所得财产夫妻共同财产	1
19387	婚前房屋婚后卖掉所得财产夫妻共同财产	婚前房屋婚后卖掉所得财产夫妻共同财产	0
19418	继承房产婚后过户算夫妻共有	婚前买房子婚后继承夫妻共同财产	0
19439	婚前买房资料证明夫妻共同财产	婚前买房夫妻共同财产	0
19439	婚前买房资料证明夫妻共同财产	婚前买房夫妻共同财产	1
19542	老婆隐瞒精神病史法院判婚姻无效	婚姻法中精神病人婚姻保护	0
19564	合伙企业欠钱不还只起诉一个合伙人	合伙企业欠钱不还我能只起诉一个合伙人	1
19564	合伙企业欠钱不还只起诉一个合伙人	合伙企业欠钱不还我能只起诉一个合伙人	0
19594	邻居失火我家烧个精光邻居提出赔偿	火灾邻居损失邻居找索赔责任赔偿	0
19608	货车载客抓会被扣车	货车超载驾驶证扣留	0
19608	货车载客抓会被扣车	货车超载驾驶证扣留	1
19612	货车货箱载人处罚会吊销驾照	货车后箱坐人会交警罚款	0
19622	顺丰到付件拒签邮费承担	货到付款拒收负法律责任	0
